Pairwise comparison,Experiment,Study,Species A,Species B,Species pair,AinA mean,AinA_mean_reestimate,AinA se,AinA_se_reestimate,AinA N,AinB mean,AinB_mean_reestimate,AinB se,AinB N,AinB_se_reestimate,BinB mean,BinB_mean_reestimate,BinB se,BinB N,BinB_se_reestimate,BinA mean,BinA_mean_reestimate,BinA se,BinA N,BinA_se_reestimate
675,96,208,asarum_canadense,elymus_elymoides,asarum_canadense_elymus_elymoides,1.16,,0.109,,3,5.825,,0.125,12,,1.133,,0.016,12,,0.208,,0.042,3,
676,96,208,asarum_canadense,euonymus_fortunei,asarum_canadense_euonymus_fortunei,1.16,,0.109,,3,4.065,,0.115,12,,4.754,,0.037,12,,0.897,,0.09,3,
677,96,208,asarum_canadense,lindera_benzoin,asarum_canadense_lindera_benzoin,1.16,,0.109,,3,4.14,,0.082,12,,1.348,,0.017,12,,0.351,,0.02,3,
678,96,208,bromus_pubescens,conoclinium_coelestinum,bromus_pubescens_conoclinium_coelestinum,0.719,,0.008,,12,0.736,,0.013,12,,2.745,,0.043,12,,2.674,,0.048,12,
679,96,208,bromus_pubescens,elymus_elymoides,bromus_pubescens_elymus_elymoides,0.719,,0.008,,12,0.656,,0.008,11,,1.133,,0.016,12,,0.83,,0.012,12,
680,96,208,bromus_pubescens,euonymus_fortunei,bromus_pubescens_euonymus_fortunei,0.719,,0.008,,12,1.241,,0.018,14,,4.754,,0.037,12,,4.032,,0.043,12,
681,96,208,bromus_pubescens,lindera_benzoin,bromus_pubescens_lindera_benzoin,0.719,,0.008,,12,1.021,,0.014,12,,1.348,,0.017,12,,1.191,,0.025,10,
682,96,208,conoclinium_coelestinum,elymus_elymoides,conoclinium_coelestinum_elymus_elymoides,2.745,,0.043,,12,2.236,,0.042,12,,1.133,,0.016,12,,0.746,,0.016,12,
683,96,208,conoclinium_coelestinum,euonymus_fortunei,conoclinium_coelestinum_euonymus_fortunei,2.745,,0.043,,12,2.823,,0.052,12,,4.754,,0.037,12,,3.438,,0.026,12,
684,96,208,conoclinium_coelestinum,lindera_benzoin,conoclinium_coelestinum_lindera_benzoin,2.745,,0.043,,12,2.75,,0.037,12,,1.348,,0.017,12,,1.014,,0.027,11,
685,96,208,elymus_elymoides,euonymus_fortunei,elymus_elymoides_euonymus_fortunei,1.133,,0.016,,12,1.104,,0.017,11,,4.754,,0.037,12,,3.882,,0.03,12,
686,96,208,elymus_elymoides,lindera_benzoin,elymus_elymoides_lindera_benzoin,1.133,,0.016,,12,1.451,,0.032,12,,1.348,,0.017,12,,0.902,,0.016,11,
687,96,208,euonymus_fortunei,lindera_benzoin,euonymus_fortunei_lindera_benzoin,4.754,,0.037,,12,4.072,,0.045,12,,1.348,,0.017,12,,1.035,,0.017,11,
688,97,208,asarum_canadense,bromus_pubescens,asarum_canadense_bromus_pubescens,0.531,,0.076,,7,1.119,,0.064,12,,8.879,,0.113,12,,7.031,,0.236,7,
689,97,208,asarum_canadense,conoclinium_coelestinum,asarum_canadense_conoclinium_coelestinum,0.531,,0.076,,7,1.398,,0.061,12,,21.635,,0.142,12,,9.382,,0.131,7,
690,97,208,asarum_canadense,elymus_elymoides,asarum_canadense_elymus_elymoides,0.531,,0.076,,7,0.001,,0,12,,6.117,,0.11,12,,6.105,,0.159,12,
691,97,208,asarum_canadense,euonymus_fortunei,asarum_canadense_euonymus_fortunei,0.531,,0.076,,7,1.478,,0.061,12,,9.063,,0.11,12,,4.73,,0.09,7,
692,97,208,asarum_canadense,lindera_benzoin,asarum_canadense_lindera_benzoin,0.531,,0.076,,7,1.532,,0.089,12,,3.62,,0.095,12,,1.737,,0.112,12,
693,97,208,bromus_pubescens,conoclinium_coelestinum,bromus_pubescens_conoclinium_coelestinum,8.879,,0.113,,12,15.185,,0.305,12,,21.635,,0.142,12,,26.922,,0.158,12,
694,97,208,bromus_pubescens,elymus_elymoides,bromus_pubescens_elymus_elymoides,8.879,,0.113,,12,9.896,,0.122,12,,6.117,,0.11,12,,4.267,,0.06,7,
695,97,208,bromus_pubescens,euonymus_fortunei,bromus_pubescens_euonymus_fortunei,8.879,,0.113,,12,13.394,,0.149,12,,9.063,,0.11,12,,8.28,,0.067,12,
696,97,208,bromus_pubescens,lindera_benzoin,bromus_pubescens_lindera_benzoin,8.879,,0.113,,12,10.686,,0.122,12,,3.62,,0.095,12,,2.385,,0.097,12,
697,97,208,conoclinium_coelestinum,elymus_elymoides,conoclinium_coelestinum_elymus_elymoides,21.635,,0.142,,12,19.177,,0.255,12,,6.117,,0.11,12,,9.439,,0.105,12,
698,97,208,conoclinium_coelestinum,euonymus_fortunei,conoclinium_coelestinum_euonymus_fortunei,21.635,,0.142,,12,18.209,,0.16,12,,9.063,,0.11,12,,7.306,,0.06,4,
699,97,208,conoclinium_coelestinum,lindera_benzoin,conoclinium_coelestinum_lindera_benzoin,21.635,,0.142,,12,24.526,,0.246,12,,3.62,,0.095,12,,2.67,,0.074,8,
700,97,208,elymus_elymoides,euonymus_fortunei,elymus_elymoides_euonymus_fortunei,6.117,,0.11,,12,12.727,,0.136,12,,9.063,,0.11,12,,7.337,,0.066,8,
701,97,208,elymus_elymoides,lindera_benzoin,elymus_elymoides_lindera_benzoin,6.117,,0.11,,12,8.542,,0.111,12,,3.62,,0.095,12,,4.275,,0.103,8,
702,97,208,euonymus_fortunei,lindera_benzoin,euonymus_fortunei_lindera_benzoin,9.063,,0.11,,12,7.274,,0.059,12,,3.62,,0.095,12,,2.807,,0.082,8,
703,98,208,asarum_canadense,bromus_pubescens,asarum_canadense_bromus_pubescens,3.941,,0.165,,10,4.78,,0.212,11,,13.16,,0.147,12,,19.169,,0.358,10,
704,98,208,asarum_canadense,conoclinium_coelestinum,asarum_canadense_conoclinium_coelestinum,3.941,,0.165,,10,2.514,,0.089,11,,27.478,,0.261,13,,17.555,,0.116,10,
705,98,208,asarum_canadense,elymus_elymoides,asarum_canadense_elymus_elymoides,3.941,,0.165,,10,2.432,,0.101,10,,9.455,,0.101,12,,12.907,,0.18,10,
706,98,208,asarum_canadense,euonymus_fortunei,asarum_canadense_euonymus_fortunei,3.941,,0.165,,10,3.291,,0.149,11,,10.677,,0.169,12,,10.197,,0.166,10,
707,98,208,asarum_canadense,lindera_benzoin,asarum_canadense_lindera_benzoin,3.941,,0.165,,10,1.749,,0.067,11,,8.454,,0.118,12,,3.444,,0.093,6,
708,98,208,bromus_pubescens,conoclinium_coelestinum,bromus_pubescens_conoclinium_coelestinum,13.16,,0.147,,12,20.225,,0.267,12,,27.478,,0.261,13,,26.18,,0.368,12,
709,98,208,bromus_pubescens,elymus_elymoides,bromus_pubescens_elymus_elymoides,13.16,,0.147,,12,18.47,,0.26,12,,9.455,,0.101,12,,9.412,,0.185,12,
710,98,208,bromus_pubescens,euonymus_fortunei,bromus_pubescens_euonymus_fortunei,13.16,,0.147,,12,18.7,,0.157,12,,10.677,,0.169,12,,9.266,,0.08,12,
711,98,208,bromus_pubescens,lindera_benzoin,bromus_pubescens_lindera_benzoin,13.16,,0.147,,12,21.022,,0.145,12,,8.454,,0.118,12,,4.536,,0.132,8,
712,98,208,conoclinium_coelestinum,elymus_elymoides,conoclinium_coelestinum_elymus_elymoides,27.478,,0.261,,13,30.676,,0.248,12,,9.455,,0.101,12,,25.304,,0.171,12,
713,98,208,conoclinium_coelestinum,euonymus_fortunei,conoclinium_coelestinum_euonymus_fortunei,27.478,,0.261,,13,23.635,,0.202,12,,10.677,,0.169,12,,6.662,,0.041,12,
714,98,208,conoclinium_coelestinum,lindera_benzoin,conoclinium_coelestinum_lindera_benzoin,27.478,,0.261,,13,38.053,,0.362,12,,8.454,,0.118,12,,5.967,,0.114,9,
715,98,208,elymus_elymoides,euonymus_fortunei,elymus_elymoides_euonymus_fortunei,9.455,,0.101,,12,21.02,,0.174,12,,10.677,,0.169,12,,8.844,,0.057,12,
716,98,208,elymus_elymoides,lindera_benzoin,elymus_elymoides_lindera_benzoin,9.455,,0.101,,12,23.722,,0.249,12,,8.454,,0.118,12,,4.399,,0.132,8,
717,98,208,euonymus_fortunei,lindera_benzoin,euonymus_fortunei_lindera_benzoin,10.677,,0.169,,12,9.855,,0.151,12,,8.454,,0.118,12,,6.499,,0.127,8,
718,99,168,andropogon_gerardii,agropyron_cristatum,agropyron_cristatum_andropogon_gerardii,0.221,,0.019,,15,0.291,,0.05,18,,0.062,,0.01,17,,0.042,,0.006,19,
719,99,168,andropogon_gerardii,bromus_inermis,andropogon_gerardii_bromus_inermis,0.221,,0.019,,15,0.247,,0.034,16,,0.166,,0.014,20,,0.111,,0.01,18,
720,99,168,agropyron_cristatum,bromus_inermis,agropyron_cristatum_bromus_inermis,0.062,,0.01,,17,0.111,,0.013,18,,0.166,,0.014,20,,0.17,,0.014,18,
721,100,168,andropogon_gerardii,agropyron_cristatum,agropyron_cristatum_andropogon_gerardii,0.375,,0.054,,5,0.571,,0.082,6,,0.159,,0.03,6,,0.042,,0.013,4,
722,100,168,andropogon_gerardii,bromus_inermis,andropogon_gerardii_bromus_inermis,0.375,,0.054,,5,0.619,,0.071,6,,0.219,,0.025,6,,0.179,,0.023,6,
723,100,168,agropyron_cristatum,bromus_inermis,agropyron_cristatum_bromus_inermis,0.159,,0.03,,6,0.226,,0.044,6,,0.219,,0.025,6,,0.246,,0.019,6,
724,101,168,andropogon_gerardii,agropyron_cristatum,agropyron_cristatum_andropogon_gerardii,0.119,,0.013,,14,0.191,,0.02,17,,0.092,,0.023,18,,0.037,,0.007,19,
725,101,168,andropogon_gerardii,bromus_inermis,andropogon_gerardii_bromus_inermis,0.119,,0.013,,14,0.177,,0.02,15,,0.107,,0.012,20,,0.077,,0.001,20,
726,101,168,agropyron_cristatum,bromus_inermis,agropyron_cristatum_bromus_inermis,0.092,,0.023,,18,0.059,,0.006,19,,0.107,,0.012,20,,0.091,,0.01,19,
727,102,168,andropogon_gerardii,agropyron_cristatum,agropyron_cristatum_andropogon_gerardii,0.178,,0.027,,5,0.384,,0.021,6,,0.126,,0.03,6,,0.055,,0.009,5,
728,102,168,andropogon_gerardii,bromus_inermis,andropogon_gerardii_bromus_inermis,0.178,,0.027,,5,0.414,,0.056,6,,0.188,,0.04,6,,0.114,,0.014,6,
729,102,168,agropyron_cristatum,bromus_inermis,agropyron_cristatum_bromus_inermis,0.126,,0.03,,6,0.14,,0.026,6,,0.188,,0.04,6,,0.213,,0.035,6,
730,103,168,andropogon_gerardii,agropyron_cristatum,agropyron_cristatum_andropogon_gerardii,0.235,,0.019,,18,0.246,,0.036,17,,0.02,,0.01,17,,0.06,,0.01,18,
731,103,168,andropogon_gerardii,bromus_inermis,andropogon_gerardii_bromus_inermis,0.235,,0.019,,18,0.246,,0.014,18,,0.16,,0.012,19,,0.179,,0.02,19,
732,103,168,agropyron_cristatum,bromus_inermis,agropyron_cristatum_bromus_inermis,0.1,,0.02,,17,0.1,,0.012,19,,0.16,,0.012,19,,0.179,,0.019,20,
733,104,168,andropogon_gerardii,agropyron_cristatum,agropyron_cristatum_andropogon_gerardii,0.436,,0.036,,6,0.552,,0.089,6,,0.179,,0.021,6,,0.117,,0.031,6,
734,104,168,andropogon_gerardii,bromus_inermis,andropogon_gerardii_bromus_inermis,0.436,,0.036,,6,0.58,,0.053,6,,0.25,,0.016,6,,0.219,,0.018,6,
735,104,168,agropyron_cristatum,bromus_inermis,agropyron_cristatum_bromus_inermis,0.179,,0.021,,6,0.16,,0.028,6,,0.25,,0.016,6,,0.262,,0.035,6,
736,105,168,andropogon_gerardii,agropyron_cristatum,agropyron_cristatum_andropogon_gerardii,0.161,,0.027,,17,0.26,,0.0488,17,,0.07,,0.01,18,,0.055,,0.009,19,
737,105,168,andropogon_gerardii,bromus_inermis,andropogon_gerardii_bromus_inermis,0.161,,0.027,,17,0.215,,0.023,17,,0.098,,0.01,19,,0.099,,0.013,19,
738,105,168,agropyron_cristatum,bromus_inermis,agropyron_cristatum_bromus_inermis,0.07,,0.01,,18,0.05,,0.004,19,,0.098,,0.01,19,,0.14,,0.018,19,
739,106,168,andropogon_gerardii,agropyron_cristatum,agropyron_cristatum_andropogon_gerardii,0.259,,0.035,,6,0.394,,0.06,6,,0.113,,0.025,6,,0.102,,0.018,6,
740,106,168,andropogon_gerardii,bromus_inermis,andropogon_gerardii_bromus_inermis,0.259,,0.035,,6,0.398,,0.028,6,,0.172,,0.014,6,,0.14,,0.012,6,
741,106,168,agropyron_cristatum,bromus_inermis,agropyron_cristatum_bromus_inermis,0.113,,0.025,,6,0.153,,0.021,6,,0.172,,0.014,6,,0.188,,0.023,6,
742,107,209,trifolium_pratense,trifolium_pratense,trifolium_pratense_trifolium_pratense,7.17,,0.18,,10,5.11,,0.2,10,,7.66,,0.16,10,,6.85,,0.24,10,
743,108,200,agrostis_capillaris,festuca_rubra,agrostis_capillaris_festuca_rubra,7.13,,0.889,,3,5.195,,0.421,3,,6.551,,0.114,3,,7.747,,0.365,3,
744,108,200,agrostis_capillaris,hypochaeris_radicata,agrostis_capillaris_hypochaeris_radicata,7.13,,0.889,,3,5.826,,0.218,3,,8.321,,0.747,3,,11.485,,0.195,3,
745,108,200,agrostis_capillaris,jacobaea_vulgaris,agrostis_capillaris_jacobaea_vulgaris,7.13,,0.889,,3,6.348,,0.55,3,,4.172,,0.073,3,,7.182,,0.399,3,
746,108,200,agrostis_capillaris,lotus_corniculatus,agrostis_capillaris_lotus_corniculatus,7.13,,0.889,,3,7.083,,0.211,3,,8.436,,1.049,3,,10.892,,0.824,3,
747,108,200,agrostis_capillaris,trifolium_pratense,agrostis_capillaris_trifolium_pratense,7.13,,0.889,,3,7.304,,0.1,3,,8.023,,1.051,3,,13.264,,1.066,3,
748,108,200,festuca_rubra,hypochaeris_radicata,festuca_rubra_hypochaeris_radicata,6.55,,0.114,,3,7.011,,0.189,3,,8.321,,0.747,3,,9.28,,0.872,3,
749,108,200,festuca_rubra,jacobaea_vulgaris,festuca_rubra_jacobaea_vulgaris,6.55,,0.114,,3,6.425,,0.324,3,,4.172,,0.073,3,,6.379,,0.423,3,
750,108,200,festuca_rubra,lotus_corniculatus,festuca_rubra_lotus_corniculatus,6.55,,0.114,,3,8.03,,0.238,3,,8.436,,1.049,3,,9.222,,1.846,3,
751,108,200,festuca_rubra,trifolium_pratense,festuca_rubra_trifolium_pratense,6.55,,0.114,,3,8.188,,0.108,3,,8.023,,1.051,3,,10.54,,0.684,3,
752,108,200,hypochaeris_radicata,jacobaea_vulgaris,hypochaeris_radicata_jacobaea_vulgaris,8.321,,0.747,,3,7.872,,0.685,3,,4.172,,0.073,3,,5.858,,0.395,3,
753,108,200,hypochaeris_radicata,lotus_corniculatus,hypochaeris_radicata_lotus_corniculatus,8.321,,0.747,,3,8.092,,1.02,3,,8.436,,1.049,3,,10.93,,0.518,3,
754,108,200,hypochaeris_radicata,trifolium_pratense,hypochaeris_radicata_trifolium_pratense,8.321,,0.747,,3,10.309,,0.195,3,,8.023,,1.051,3,,12.109,,0.322,3,
755,108,200,jacobaea_vulgaris,lotus_corniculatus,jacobaea_vulgaris_lotus_corniculatus,4.172,,0.073,,3,7.443,,0.598,3,,8.436,,1.049,3,,10.278,,0.561,3,
756,108,200,jacobaea_vulgaris,trifolium_pratense,jacobaea_vulgaris_trifolium_pratense,4.172,,0.073,,3,7.897,,0.357,3,,8.023,,1.051,3,,12.011,,1.73,3,
757,108,200,lotus_corniculatus,trifolium_pratense,lotus_corniculatus_trifolium_pratense,8.43,,1.049,,3,9.449,,0.104,3,,8.023,,1.051,3,,11.996,,1.68,3,
758,109,169,abies_fabri,picea_brachytyla,abies_fabri_picea_brachytyla,5.09,,0.11,,5,4.76,,0.08,5,,16.59,,0.22,5,,16.22,,0.3,5,
759,110,169,abies_fabri,picea_brachytyla,abies_fabri_picea_brachytyla,8.79,,0.12,,5,7.95,,0.1,5,,18.2,,0.18,5,,17.33,,0.17,5,
760,111,169,abies_fabri,picea_brachytyla,abies_fabri_picea_brachytyla,4.3,,0.14,,5,4.39,,0.1,5,,14.47,,0.33,5,,15.28,,0.57,5,
761,112,169,abies_fabri,picea_brachytyla,abies_fabri_picea_brachytyla,4.39,,0.19,,5,3.44,,0.15,5,,15.23,,0.05,5,,12.56,,0.67,5,
762,113,169,abies_fabri,picea_brachytyla,abies_fabri_picea_brachytyla,6.3,,0.34,,5,5.25,,0.28,5,,17.38,,0.19,5,,16.43,,0.58,5,
763,114,169,abies_fabri,picea_brachytyla,abies_fabri_picea_brachytyla,8.21,,0.28,,5,6.68,,0.14,5,,17.33,,0.19,5,,15.85,,0.76,5,
774,116,249,triticum_aestivum,vicia_faba,triticum_aestivum_vicia_faba,2.73,,0.1,,12,3.08,,0.11,12,,3.75,,0.14,12,,3.9,,0.13,12,
775,117,249,triticum_aestivum,vicia_faba,triticum_aestivum_vicia_faba,2.45,,0.1,,12,2.75,,0.1,12,,4.42,,0.16,12,,4.57,,0.14,12,
776,118,249,triticum_aestivum,vicia_faba,triticum_aestivum_vicia_faba,3.27,,0.13,,12,3.31,,0.11,12,,3.53,,0.13,12,,3.78,,0.11,12,
777,119,249,triticum_aestivum,vicia_faba,triticum_aestivum_vicia_faba,2.83,,0.1,,12,2.89,,0.11,12,,3.88,,0.13,12,,3.81,,0.11,12,
778,120,261,nassella_pulchra,avena_fatua,avena_fatua_nassella_pulchra,0.22,,0.02,,20,0.16,,0.01,20,,0.45,,0.03,20,,0.58,,0.04,20,
779,121,261,nassella_pulchra,avena_fatua,avena_fatua_nassella_pulchra,0.22,,0.02,,20,0.13,,0.03,20,,0.56,,0.04,20,,0.51,,0.05,20,
780,122,261,nassella_pulchra,avena_fatua,avena_fatua_nassella_pulchra,0.16,,0.03,,20,0.17,,0.02,20,,0.49,,0.03,20,,0.5,,0.03,20,
781,123,261,nassella_pulchra,avena_fatua,avena_fatua_nassella_pulchra,0.02,,0.01,,20,0.01,,0.005,20,,0.51,,0.07,20,,0.48,,0.08,20,
782,124,261,nassella_pulchra,avena_fatua,avena_fatua_nassella_pulchra,0.01,,0.005,,20,0.01,,0.005,20,,0.65,,0.05,20,,0.6,,0.06,20,
783,125,261,nassella_pulchra,avena_fatua,avena_fatua_nassella_pulchra,0.01,,0.005,,20,0.04,,0.005,20,,0.49,,0.09,20,,0.47,,0.01,20,
784,126,171,symphyotrichum_novae-angliae,arnoglossum_atriplicifolium,arnoglossum_atriplicifolium_symphyotrichum_novae-angliae,0.709746417,,0.13241081,,12,1.303922667,,0.076917358,6,,0.803283833,,0.10817831,12,,0.376843167,,0.259768978,6,
785,126,171,symphyotrichum_novae-angliae,eupatorium_perfoliatum,eupatorium_perfoliatum_symphyotrichum_novae-angliae,0.709746417,,0.13241081,,12,1.179202333,,0.087743353,6,,1.668229167,,0.089593599,12,,1.396888167,,0.168768435,6,
786,126,171,symphyotrichum_novae-angliae,vernonia_missurica,symphyotrichum_novae-angliae_vernonia_missurica,0.709746417,,0.13241081,,12,1.1780655,,0.075950276,6,,0.634410167,,0.124042965,12,,0.684666667,,0.221421726,6,
787,126,171,arnoglossum_atriplicifolium,eupatorium_perfoliatum,arnoglossum_atriplicifolium_eupatorium_perfoliatum,0.803283833,,0.10817831,,12,0.507171667,,0.271603204,6,,1.668229167,,0.089593599,12,,1.847737167,,0.08344722,6,
788,126,171,arnoglossum_atriplicifolium,vernonia_missurica,arnoglossum_atriplicifolium_vernonia_missurica,0.803283833,,0.10817831,,12,0.342585667,,0.155400996,6,,0.634410167,,0.124042965,12,,1.04462,,0.109693379,6,
789,126,171,eupatorium_perfoliatum,vernonia_missurica,eupatorium_perfoliatum_vernonia_missurica,1.668229167,,0.089593599,,12,1.6982765,,0.15530203,6,,0.634410167,,0.124042965,12,,1.6982765,,0.15530203,6,
790,127,172,baptisia_alba,coreopsis_tripteris,baptisia_alba_coreopsis_tripteris,0.36,,0.105920006,,9,0.451,,0.127727575,10,,0.318,,0.078312763,10,,0.42125,,0.117019026,9,
791,127,172,baptisia_alba,elymus_canadensis,baptisia_alba_elymus_canadensis,0.36,,0.105920006,,9,0.312,,0.033592327,10,,2.035,,0.452978415,10,,2.3675,,0.5705685,9,
792,127,172,baptisia_alba,monarda_fistulosa,baptisia_alba_monarda_fistulosa,0.36,,0.105920006,,9,0.593333333,,0.112716458,10,,0.819444444,,0.232779999,10,,0.739375,,0.268189754,9,
793,127,172,baptisia_alba,melilotus_officinalis,baptisia_alba_melilotus_officinalis,0.36,,0.105920006,,9,0.405,,0.074524418,10,,21.527,,1.932046727,10,,22.2725,,1.609352379,9,
794,127,172,baptisia_alba,parthenium_integrifolium,baptisia_alba_parthenium_integrifolium,0.36,,0.105920007,,9,0.439,,0.086274111,10,,0.273,,0.048672374,10,,0.22375,,0.059680033,9,
795,127,172,baptisia_alba,panicum_virgatum,baptisia_alba_panicum_virgatum,0.36,,0.105920007,,9,0.511,,0.107076816,10,,1.006,,0.169287395,10,,1.085,,0.223940185,9,
796,127,172,baptisia_alba,rudbeckia_hirta,baptisia_alba_rudbeckia_hirta,0.36,,0.105920007,,9,0.466,,0.103967944,10,,1.101,,0.28225855,10,,0.601875,,0.265518268,9,
797,127,172,baptisia_alba,schizachyrium_scoparium,baptisia_alba_schizachyrium_scoparium,0.36,,0.105920007,,9,0.396666667,,0.104474877,10,,0.693333333,,0.128345238,10,,0.68625,,0.195520774,9,
798,127,172,baptisia_alba,tradescantia_ohiensis,baptisia_alba_tradescantia_ohiensis,0.36,,0.105920008,,9,0.147,,0.042506209,10,,1.373,,0.16898422,10,,0.5275,,0.115919375,9,
799,127,172,coreopsis_tripteris,elymus_canadensis,coreopsis_tripteris_elymus_canadensis,0.318,,0.078312763,,10,0.531,,0.116203366,10,,2.035,,0.452978415,10,,2.566,,0.42231689,10,
800,127,172,coreopsis_tripteris,monarda_fistulosa,coreopsis_tripteris_monarda_fistulosa,0.318,,0.078312763,,10,0.366666667,,0.100149888,10,,0.819444444,,0.232779999,10,,0.905,,0.122186106,10,
801,127,172,coreopsis_tripteris,melilotus_officinalis,coreopsis_tripteris_melilotus_officinalis,0.318,,0.078312763,,10,0.433,,0.13821923,10,,21.527,,1.932046727,10,,20.839,,1.285967383,10,
802,127,172,coreopsis_tripteris,parthenium_integrifolium,coreopsis_tripteris_parthenium_integrifolium,0.318,,0.078312763,,10,0.311,,0.052693031,10,,0.273,,0.048672374,10,,0.282,,0.057131427,10,
803,127,172,coreopsis_tripteris,panicum_virgatum,coreopsis_tripteris_panicum_virgatum,0.318,,0.078312763,,10,0.331,,0.104088104,10,,1.006,,0.169287395,10,,0.987,,0.29387469,10,
804,127,172,coreopsis_tripteris,rudbeckia_hirta,coreopsis_tripteris_rudbeckia_hirta,0.318,,0.078312763,,10,0.578,,0.216475813,10,,1.101,,0.28225855,10,,1.066,,0.304569642,10,
805,127,172,coreopsis_tripteris,schizachyrium_scoparium,coreopsis_tripteris_schizachyrium_scoparium,0.318,,0.078312763,,10,0.228888889,,0.043314098,10,,0.693333333,,0.128345238,10,,1.067,,0.20790516,10,
806,127,172,coreopsis_tripteris,tradescantia_ohiensis,coreopsis_tripteris_tradescantia_ohiensis,0.318,,0.078312763,,10,0.0515,,0.012203142,10,,1.373,,0.16898422,10,,0.334,,0.048124838,10,
807,127,172,elymus_canadensis,monarda_fistulosa,elymus_canadensis_monarda_fistulosa,2.035,,0.452978415,,10,3.493333333,,0.732738016,10,,0.819444444,,0.232779999,10,,0.556,,0.100124367,10,
808,127,172,elymus_canadensis,melilotus_officinalis,elymus_canadensis_melilotus_officinalis,2.035,,0.452978415,,10,2.489,,0.409621641,10,,21.527,,1.932046727,10,,23.687,,1.894416973,10,
809,127,172,elymus_canadensis,parthenium_integrifolium,elymus_canadensis_parthenium_integrifolium,2.035,,0.452978415,,10,3.178,,0.926845067,10,,0.273,,0.048672374,10,,0.225,,0.056749939,10,
810,127,172,elymus_canadensis,panicum_virgatum,elymus_canadensis_panicum_virgatum,2.035,,0.452978415,,10,2.091,,0.196895065,10,,1.006,,0.169287395,10,,1.358,,0.212104796,10,
811,127,172,elymus_canadensis,rudbeckia_hirta,elymus_canadensis_rudbeckia_hirta,2.035,,0.452978415,,10,2.923,,0.749284177,10,,1.101,,0.28225855,10,,0.771,,0.208941512,10,
812,127,172,elymus_canadensis,schizachyrium_scoparium,elymus_canadensis_schizachyrium_scoparium,2.035,,0.452978415,,10,2.9,,0.370121602,10,,0.693333333,,0.128345238,10,,0.807,,0.210676424,10,
813,127,172,elymus_canadensis,tradescantia_ohiensis,elymus_canadensis_tradescantia_ohiensis,2.035,,0.452978415,,10,6.46,,0.927920016,10,,1.373,,0.16898422,10,,0.429,,0.154434092,10,
814,127,172,monarda_fistulosa,melilotus_officinalis,melilotus_officinalis_monarda_fistulosa,0.819444444,,0.232779999,,10,0.853,,0.285342095,10,,21.527,,1.932046727,10,,20.72333333,,1.62190012,10,
815,127,172,monarda_fistulosa,parthenium_integrifolium,monarda_fistulosa_parthenium_integrifolium,0.819444444,,0.232779999,,10,0.999,,0.330731344,10,,0.273,,0.048672374,10,,0.307777778,,0.051033758,10,
816,127,172,monarda_fistulosa,panicum_virgatum,monarda_fistulosa_panicum_virgatum,0.819444444,,0.232779999,,10,0.696,,0.127742797,10,,1.006,,0.169287395,10,,0.892777778,,0.212422208,10,
817,127,172,monarda_fistulosa,rudbeckia_hirta,monarda_fistulosa_rudbeckia_hirta,0.819444444,,0.232779999,,10,1.16,,0.284093099,10,,1.101,,0.28225855,10,,0.617777778,,0.103992521,10,
818,127,172,monarda_fistulosa,schizachyrium_scoparium,monarda_fistulosa_schizachyrium_scoparium,0.819444444,,0.232779999,,10,0.785555556,,0.201581938,10,,0.693333333,,0.128345238,10,,1.164444444,,0.261864044,10,
819,127,172,monarda_fistulosa,tradescantia_ohiensis,monarda_fistulosa_tradescantia_ohiensis,0.819444444,,0.232779999,,10,0.387,,0.107455934,10,,1.373,,0.16898422,10,,0.447777778,,0.071006651,10,
820,127,172,melilotus_officinalis,parthenium_integrifolium,melilotus_officinalis_parthenium_integrifolium,21.527,,1.932046727,,10,21.817,,1.125645543,10,,0.273,,0.048672374,10,,0.243,,0.048535211,10,
821,127,172,melilotus_officinalis,panicum_virgatum,melilotus_officinalis_panicum_virgatum,21.527,,1.932046727,,10,23.964,,1.750071872,10,,1.006,,0.169287395,10,,1.236,,0.246018066,10,
822,127,172,melilotus_officinalis,rudbeckia_hirta,melilotus_officinalis_rudbeckia_hirta,21.527,,1.932046727,,10,20.849,,1.36073138,10,,1.101,,0.28225855,10,,1.252,,0.42501451,10,
823,127,172,melilotus_officinalis,schizachyrium_scoparium,melilotus_officinalis_schizachyrium_scoparium,21.527,,1.932046727,,10,23.80444444,,1.875755255,10,,0.693333333,,0.128345238,10,,0.919,,0.22280759,10,
824,127,172,melilotus_officinalis,tradescantia_ohiensis,melilotus_officinalis_tradescantia_ohiensis,21.527,,1.932046727,,10,17.038,,1.724989404,10,,1.373,,0.16898422,10,,0.429,,0.080075659,10,
825,127,172,parthenium_integrifolium,panicum_virgatum,panicum_virgatum_parthenium_integrifolium,0.273,,0.048672374,,10,0.255,,0.055921572,10,,1.006,,0.169287395,10,,1.387,,0.197377529,10,
826,127,172,parthenium_integrifolium,rudbeckia_hirta,parthenium_integrifolium_rudbeckia_hirta,0.273,,0.048672374,,10,0.185,,0.038622101,10,,1.101,,0.28225855,10,,0.503,,0.125831015,10,
827,127,172,parthenium_integrifolium,schizachyrium_scoparium,parthenium_integrifolium_schizachyrium_scoparium,0.273,,0.048672374,,10,0.257777778,,0.070476552,10,,0.693333333,,0.128345238,10,,0.936,,0.209418242,10,
